,index,in_id,query,answers_text,answers_count,answers_cluster,answers_sentiment,langdetect,langid
4154,4704,27654.0,"Назовите одно прилагательное, которое ассоциируется у вас с Росатомом",перспективность,3.0,перспективность,context sentiment,ru,ru
4155,4705,27654.0,"Назовите одно прилагательное, которое ассоциируется у вас с Росатомом",перспективы,1.0,перспективы,context sentiment,ru,ru
4156,4706,27654.0,"Назовите одно прилагательное, которое ассоциируется у вас с Росатомом",постоянный,1.0,постоянный,context sentiment,ru,ru
4157,4707,27654.0,"Назовите одно прилагательное, которое ассоциируется у вас с Росатомом",прорыв,1.0,прорыв,context sentiment,ru,ru
4158,4708,27654.0,"Назовите одно прилагательное, которое ассоциируется у вас с Росатомом",родной,1.0,родной,context sentiment,ru,ru
4159,4709,27654.0,"Назовите одно прилагательное, которое ассоциируется у вас с Росатомом",современный,5.0,современный,context sentiment,ru,ru
4160,4724,27854.0,Кодекс проводника,давать обратную связь,5.0,давать обратную связь,neutrals,ru,ru
4161,4732,27854.0,Кодекс проводника,оказывать поддержку,2.0,оказывать поддержку,positives,ru,ru
4162,4737,27855.0,Кто для вас является самой вдохновляющей личностью из истории атомной отрасли? (укажите фамилию),африкантов,1.0,африкантов,neutrals,ru,ru
4163,4738,27855.0,Кто для вас является самой вдохновляющей личностью из истории атомной отрасли? (укажите фамилию),берия,4.0,берия,neutrals,ru,ru
4164,4739,27855.0,Кто для вас является самой вдохновляющей личностью из истории атомной отрасли? (укажите фамилию),бочвар,15.0,бочвар,neutrals,ru,ru
4165,4740,27855.0,Кто для вас является самой вдохновляющей личностью из истории атомной отрасли? (укажите фамилию),бочвара,1.0,бочвар,neutrals,ru,ru
4166,4741,27855.0,Кто для вас является самой вдохновляющей личностью из истории атомной отрасли? (укажите фамилию),бриш,1.0,бриш,neutrals,ru,ru
4167,4742,27855.0,Кто для вас является самой вдохновляющей личностью из истории атомной отрасли? (укажите фамилию),вернадский,1.0,вернадский,neutrals,ru,ru
4168,4743,27855.0,Кто для вас является самой вдохновляющей личностью из истории атомной отрасли? (укажите фамилию),володин,1.0,володин,neutrals,ru,ru
4169,4744,27855.0,Кто для вас является самой вдохновляющей личностью из истории атомной отрасли? (укажите фамилию),доллежаль,1.0,доллежаль,neutrals,ru,ru
4170,4745,27855.0,Кто для вас является самой вдохновляющей личностью из истории атомной отрасли? (укажите фамилию),игнатенко,1.0,игнатенко,neutrals,ru,ru
4171,4746,27855.0,Кто для вас является самой вдохновляющей личностью из истории атомной отрасли? (укажите фамилию),карпов,1.0,карпов,neutrals,ru,ru
4172,4747,27855.0,Кто для вас является самой вдохновляющей личностью из истории атомной отрасли? (укажите фамилию),киндер сюрприз,1.0,киндер сюрприз,neutrals,ru,ru
4173,4748,27855.0,Кто для вас является самой вдохновляющей личностью из истории атомной отрасли? (укажите фамилию),кириенко,2.0,кириенко,neutrals,ru,ru
4174,4749,27855.0,Кто для вас является самой вдохновляющей личностью из истории атомной отрасли? (укажите фамилию),курчатов,48.0,курчатов,neutrals,ru,ru
4175,4750,27855.0,Кто для вас является самой вдохновляющей личностью из истории атомной отрасли? (укажите фамилию),кюри,4.0,кюри,neutrals,ru,ru
4176,4751,27855.0,Кто для вас является самой вдохновляющей личностью из истории атомной отрасли? (укажите фамилию),ландау,2.0,ландау,neutrals,ru,ru
4177,4752,27855.0,Кто для вас является самой вдохновляющей личностью из истории атомной отрасли? (укажите фамилию),лихачёв,2.0,лихачёв,neutrals,ru,ru
4178,4753,27855.0,Кто для вас является самой вдохновляющей личностью из истории атомной отрасли? (укажите фамилию),маргулова,1.0,маргулова,neutrals,ru,ru
4179,4754,27855.0,Кто для вас является самой вдохновляющей личностью из истории атомной отрасли? (укажите фамилию),никипелова,1.0,никипелова,neutrals,ru,ru
4180,4755,27855.0,Кто для вас является самой вдохновляющей личностью из истории атомной отрасли? (укажите фамилию),новокшенов,1.0,новокшенов,neutrals,ru,ru
4181,4756,27855.0,Кто для вас является самой вдохновляющей личностью из истории атомной отрасли? (укажите фамилию),опенгеймер,1.0,опенгеймер,neutrals,ru,ru
4182,4757,27855.0,Кто для вас является самой вдохновляющей личностью из истории атомной отрасли? (укажите фамилию),савченко,1.0,савченко,neutrals,ru,ru
4183,4758,27855.0,Кто для вас является самой вдохновляющей личностью из истории атомной отрасли? (укажите фамилию),сахаров,5.0,сахаров,neutrals,ru,ru
4184,4759,27855.0,Кто для вас является самой вдохновляющей личностью из истории атомной отрасли? (укажите фамилию),сахоров,1.0,сахаров,neutrals,ru,ru
4185,4760,27855.0,Кто для вас является самой вдохновляющей личностью из истории атомной отрасли? (укажите фамилию),семенов,1.0,семенов,neutrals,ru,ru
4186,4761,27855.0,Кто для вас является самой вдохновляющей личностью из истории атомной отрасли? (укажите фамилию),сидоренко,1.0,сидоренко,neutrals,ru,ru
4187,4762,27855.0,Кто для вас является самой вдохновляющей личностью из истории атомной отрасли? (укажите фамилию),славский,7.0,славский,neutrals,ru,ru
4188,4763,27855.0,Кто для вас является самой вдохновляющей личностью из истории атомной отрасли? (укажите фамилию),спасский,1.0,спасский,neutrals,ru,ru
4189,4764,27855.0,Кто для вас является самой вдохновляющей личностью из истории атомной отрасли? (укажите фамилию),терентьева,2.0,терентьева,neutrals,ru,ru
4190,4765,27855.0,Кто для вас является самой вдохновляющей личностью из истории атомной отрасли? (укажите фамилию),щёлкин,1.0,щёлкин,neutrals,ru,ru
4191,4766,27862.0,Что для меня лично эти 10 лет?,движение в перед,1.0,движение вперед,context sentiment,ru,ru
4192,4767,27862.0,Что для меня лично эти 10 лет?,движение вперед,1.0,движение вперед,context sentiment,ru,ru
4193,4768,27862.0,Что для меня лично эти 10 лет?,движение вперёд,1.0,движение вперёд,context sentiment,ru,ru
4194,4769,27862.0,Что для меня лично эти 10 лет?,напряженная работа,1.0,напряженная работа,context sentiment,ru,ru
4195,4770,27862.0,Что для меня лично эти 10 лет?,напряжённая работа,1.0,напряжённая работа,context sentiment,ru,ru
4196,4771,27862.0,Что для меня лично эти 10 лет?,прорыв,1.0,прорыв,context sentiment,ru,ru
4197,4772,28130.0,Какие ваши ассоциации с этим годом? Вы можете ввести несколько ответов,"""нам надо"" от пользователей",1.0,пользователи,neutrals,ru,ru
4198,4773,28130.0,Какие ваши ассоциации с этим годом? Вы можете ввести несколько ответов,а какой сейчас год?,1.0,а какой сейчас год,positives,ru,ru
4199,4774,28130.0,Какие ваши ассоциации с этим годом? Вы можете ввести несколько ответов,аааааааа!!!!!,1.0,а,neutrals,ru,ru
4200,4775,28130.0,Какие ваши ассоциации с этим годом? Вы можете ввести несколько ответов,аааааааааааааааа,1.0,а,neutrals,ru,ru
4201,4776,28130.0,Какие ваши ассоциации с этим годом? Вы можете ввести несколько ответов,адское пекло! да! жги гаси! 😇,1.0,разные,neutrals,ru,ru
4202,4777,28130.0,Какие ваши ассоциации с этим годом? Вы можете ввести несколько ответов,амбициозный,1.0,амбициозный,positives,ru,ru
4203,4778,28130.0,Какие ваши ассоциации с этим годом? Вы можете ввести несколько ответов,беспокойство,1.0,тревожность,negatives,ru,ru
4204,4779,28130.0,Какие ваши ассоциации с этим годом? Вы можете ввести несколько ответов,боль,1.0,боль,negatives,ru,ru
4205,4780,28130.0,Какие ваши ассоциации с этим годом? Вы можете ввести несколько ответов,весело,1.0,весело,positives,ru,ru
4206,4781,28130.0,Какие ваши ассоциации с этим годом? Вы можете ввести несколько ответов,позитив,1.0,позитив,positives,ru,ru
4207,4782,28130.0,Какие ваши ассоциации с этим годом? Вы можете ввести несколько ответов,война,1.0,война,negatives,ru,ru
4208,4783,28130.0,Какие ваши ассоциации с этим годом? Вы можете ввести несколько ответов,волнительно,1.0,волнительно,neutrals,ru,ru
4209,4784,28130.0,Какие ваши ассоциации с этим годом? Вы можете ввести несколько ответов,восторг,1.0,восторг,positives,ru,ru
4210,4785,28130.0,Какие ваши ассоциации с этим годом? Вы можете ввести несколько ответов,крутой,1.0,крутят,positives,ru,ru
4211,4786,28130.0,Какие ваши ассоциации с этим годом? Вы можете ввести несколько ответов,крутяк,1.0,крутят,positives,ru,ru
4212,4787,28130.0,Какие ваши ассоциации с этим годом? Вы можете ввести несколько ответов,лучшие,1.0,хорошие,positives,ru,ru
4213,4788,28130.0,Какие ваши ассоциации с этим годом? Вы можете ввести несколько ответов,невероятно,1.0,невероятно,positives,ru,ru
4214,4789,28130.0,Какие ваши ассоциации с этим годом? Вы можете ввести несколько ответов,выживание,1.0,выжить,neutrals,ru,ru
4215,4790,28130.0,Какие ваши ассоциации с этим годом? Вы можете ввести несколько ответов,выжить,1.0,выжить,neutrals,ru,ru
4216,4791,28130.0,Какие ваши ассоциации с этим годом? Вы можете ввести несколько ответов,год за два,1.0,год за два,neutrals,ru,ru
4217,4792,28130.0,Какие ваши ассоциации с этим годом? Вы можете ввести несколько ответов,горе,1.0,горе,negatives,ru,ru
4218,4793,28130.0,Какие ваши ассоциации с этим годом? Вы можете ввести несколько ответов,депрессия,1.0,депрессия,negatives,ru,ru
4219,4794,28130.0,Какие ваши ассоциации с этим годом? Вы можете ввести несколько ответов,дичь,1.0,дичь,neutrals,ru,ru
4220,4795,28130.0,Какие ваши ассоциации с этим годом? Вы можете ввести несколько ответов,жесть,4.0,жесть,negatives,ru,ru
4221,4796,28130.0,Какие ваши ассоциации с этим годом? Вы можете ввести несколько ответов,интересно,1.0,интересно,positives,ru,ru
4222,4797,28130.0,Какие ваши ассоциации с этим годом? Вы можете ввести несколько ответов,интрига,1.0,интрига,neutrals,ru,ru
4223,4798,28130.0,Какие ваши ассоциации с этим годом? Вы можете ввести несколько ответов,ипотека,1.0,ипотека,neutrals,ru,ru
4224,4799,28130.0,Какие ваши ассоциации с этим годом? Вы можете ввести несколько ответов,короткие сроки,1.0,короткие сроки,neutrals,ru,ru
4225,4800,28130.0,Какие ваши ассоциации с этим годом? Вы можете ввести несколько ответов,круглые столы,1.0,круглые столы,neutrals,ru,ru
4226,4801,28130.0,Какие ваши ассоциации с этим годом? Вы можете ввести несколько ответов,лучшая команда,1.0,хорошие,positives,ru,ru
4227,4802,28130.0,Какие ваши ассоциации с этим годом? Вы можете ввести несколько ответов,любовь к пользователям,1.0,пользователи,positives,ru,ru
4228,4803,28130.0,Какие ваши ассоциации с этим годом? Вы можете ввести несколько ответов,любой год хорош,1.0,любой год хорош,positives,ru,ru
4229,4804,28130.0,Какие ваши ассоциации с этим годом? Вы можете ввести несколько ответов,много задач,1.0,сложности и работа,neutrals,ru,ru
4230,4805,28130.0,Какие ваши ассоциации с этим годом? Вы можете ввести несколько ответов,много нового,1.0,много нового,neutrals,ru,ru
4231,4806,28130.0,Какие ваши ассоциации с этим годом? Вы можете ввести несколько ответов,мобилизация,1.0,мобилизация,neutrals,ru,ru
4232,4807,28130.0,Какие ваши ассоциации с этим годом? Вы можете ввести несколько ответов,мы выжили,1.0,выжить,neutrals,ru,ru
4233,4808,28130.0,Какие ваши ассоциации с этим годом? Вы можете ввести несколько ответов,нагрузка,1.0,сложности и работа,neutrals,ru,ru
4234,4809,28130.0,Какие ваши ассоциации с этим годом? Вы можете ввести несколько ответов,надежды,1.0,надежды,positives,ru,ru
4235,4810,28130.0,Какие ваши ассоциации с этим годом? Вы можете ввести несколько ответов,начало,1.0,начало,neutrals,ru,ru
4236,4811,28130.0,Какие ваши ассоциации с этим годом? Вы можете ввести несколько ответов,неопределенность,1.0,неопределенность,negatives,ru,ru
4237,4812,28130.0,Какие ваши ассоциации с этим годом? Вы можете ввести несколько ответов,новый опыт,1.0,новый опыт,positives,ru,ru
4238,4813,28130.0,Какие ваши ассоциации с этим годом? Вы можете ввести несколько ответов,норм,2.0,норм,neutrals,ru,ru
4239,4814,28130.0,Какие ваши ассоциации с этим годом? Вы можете ввести несколько ответов,обращения,1.0,обращения,neutrals,ru,ru
4240,4815,28130.0,Какие ваши ассоциации с этим годом? Вы можете ввести несколько ответов,паника,1.0,паника,negatives,ru,ru
4241,4816,28130.0,Какие ваши ассоциации с этим годом? Вы можете ввести несколько ответов,перемен и вдохновений,1.0,перемен и вдохновений,positives,ru,ru
4242,4817,28130.0,Какие ваши ассоциации с этим годом? Вы можете ввести несколько ответов,победа,1.0,победа,positives,ru,ru
4243,4818,28130.0,Какие ваши ассоциации с этим годом? Вы можете ввести несколько ответов,поддержка,1.0,поддержка,positives,ru,ru
4244,4819,28130.0,Какие ваши ассоциации с этим годом? Вы можете ввести несколько ответов,пользователи,1.0,пользователи,neutrals,ru,ru
4245,4820,28130.0,Какие ваши ассоциации с этим годом? Вы можете ввести несколько ответов,преодоление,1.0,победа,neutrals,ru,ru
4246,4821,28130.0,Какие ваши ассоциации с этим годом? Вы можете ввести несколько ответов,принятие,1.0,принятие,neutrals,ru,ru
4247,4822,28130.0,Какие ваши ассоциации с этим годом? Вы можете ввести несколько ответов,продуктив,1.0,продуктов,neutrals,ru,ru
4248,4823,28130.0,Какие ваши ассоциации с этим годом? Вы можете ввести несколько ответов,продуктивный,1.0,продуктов,positives,ru,ru
4249,4824,28130.0,Какие ваши ассоциации с этим годом? Вы можете ввести несколько ответов,пугающий,1.0,пугающий,neutrals,ru,ru
4250,4825,28130.0,Какие ваши ассоциации с этим годом? Вы можете ввести несколько ответов,работа,2.0,сложности и работа,neutrals,ru,ru
4251,4826,28130.0,Какие ваши ассоциации с этим годом? Вы можете ввести несколько ответов,работа 24/7,1.0,сложности и работа,neutrals,ru,ru
4252,4827,28130.0,Какие ваши ассоциации с этим годом? Вы можете ввести несколько ответов,размеренный,1.0,ритмичный,neutrals,ru,ru
4253,4828,28130.0,Какие ваши ассоциации с этим годом? Вы можете ввести несколько ответов,разные))),1.0,разные,neutrals,ru,ru
4254,4829,28130.0,Какие ваши ассоциации с этим годом? Вы можете ввести несколько ответов,рекорд,1.0,рекорд,positives,ru,ru
4255,4830,28130.0,Какие ваши ассоциации с этим годом? Вы можете ввести несколько ответов,рекордный,1.0,рекорд,positives,ru,ru
4256,4831,28130.0,Какие ваши ассоциации с этим годом? Вы можете ввести несколько ответов,релиз,1.0,релиз,neutrals,ru,ru
4257,4832,28130.0,Какие ваши ассоциации с этим годом? Вы можете ввести несколько ответов,релокация,1.0,релокация,neutrals,ru,ru
4258,4833,28130.0,Какие ваши ассоциации с этим годом? Вы можете ввести несколько ответов,ритмичный,1.0,ритмичный,neutrals,ru,ru
4259,4834,28130.0,Какие ваши ассоциации с этим годом? Вы можете ввести несколько ответов,санкции,1.0,санкции,negatives,ru,ru
4260,4835,28130.0,Какие ваши ассоциации с этим годом? Вы можете ввести несколько ответов,свет в конце туннеля,1.0,свет в конце туннеля,neutrals,ru,ru
4261,4836,28130.0,Какие ваши ассоциации с этим годом? Вы можете ввести несколько ответов,сложно,1.0,сложный,neutrals,ru,ru
4262,4837,28130.0,Какие ваши ассоциации с этим годом? Вы можете ввести несколько ответов,сложный,1.0,сложный,neutrals,ru,ru
4263,4838,28130.0,Какие ваши ассоциации с этим годом? Вы можете ввести несколько ответов,сложности и работа,1.0,сложности и работа,neutrals,ru,ru
4264,4839,28130.0,Какие ваши ассоциации с этим годом? Вы можете ввести несколько ответов,снова тираж,1.0,снова тираж,neutrals,ru,ru
4265,4840,28130.0,Какие ваши ассоциации с этим годом? Вы можете ввести несколько ответов,специальная операция,1.0,специальная операция,neutrals,ru,ru
4266,4841,28130.0,Какие ваши ассоциации с этим годом? Вы можете ввести несколько ответов,тревожно,1.0,тревожность,negatives,ru,ru
4267,4842,28130.0,Какие ваши ассоциации с этим годом? Вы можете ввести несколько ответов,тревожность,1.0,тревожность,negatives,ru,ru
4268,4843,28130.0,Какие ваши ассоциации с этим годом? Вы можете ввести несколько ответов,холодно,1.0,холодно,neutrals,ru,ru
4269,4844,28130.0,Какие ваши ассоциации с этим годом? Вы можете ввести несколько ответов,хорршие),1.0,хорошие,positives,ru,ru
4270,4845,28130.0,Какие ваши ассоциации с этим годом? Вы можете ввести несколько ответов,хочу пить,1.0,хочу пить,neutrals,ru,ru
4271,4846,28130.0,Какие ваши ассоциации с этим годом? Вы можете ввести несколько ответов,хочу спать,1.0,хочу пить,neutrals,ru,ru
4272,4847,28158.0,Какая наиболее важная для вас ценность не присутствует среди ценностей Росатома,work/family,1.0,work family,neutrals,ru,ru
4273,4848,28158.0,Какая наиболее важная для вас ценность не присутствует среди ценностей Росатома,отношение семьи и работы,1.0,отношения,neutrals,ru,ru
4274,4849,28158.0,Какая наиболее важная для вас ценность не присутствует среди ценностей Росатома,базированность,1.0,базированность,neutrals,ru,ru
4275,4850,28158.0,Какая наиболее важная для вас ценность не присутствует среди ценностей Росатома,верность,1.0,верность,positives,ru,ru
4276,4851,28158.0,Какая наиболее важная для вас ценность не присутствует среди ценностей Росатома,взаимопомощь,1.0,взаимопомощь,positives,ru,ru
4277,4852,28158.0,Какая наиболее важная для вас ценность не присутствует среди ценностей Росатома,видимый результат,1.0,видимый результат,neutrals,ru,ru
4278,4853,28158.0,Какая наиболее важная для вас ценность не присутствует среди ценностей Росатома,возможность,1.0,перспектива,positives,ru,ru
4279,4854,28158.0,Какая наиболее важная для вас ценность не присутствует среди ценностей Росатома,всё круто!,1.0,всё круто,positives,ru,ru
4280,4855,28158.0,Какая наиболее важная для вас ценность не присутствует среди ценностей Росатома,гарантии,1.0,гарантии,neutrals,ru,ru
4281,4856,28158.0,Какая наиболее важная для вас ценность не присутствует среди ценностей Росатома,гибкость,3.0,гибкость,positives,ru,ru
4282,4857,28158.0,Какая наиболее важная для вас ценность не присутствует среди ценностей Росатома,график,1.0,график,neutrals,ru,ru
4283,4858,28158.0,Какая наиболее важная для вас ценность не присутствует среди ценностей Росатома,гуманитарии,1.0,гуманитарии,neutrals,ru,ru
4284,4859,28158.0,Какая наиболее важная для вас ценность не присутствует среди ценностей Росатома,гуманитарность,1.0,гуманитарии,neutrals,ru,ru
4285,4860,28158.0,Какая наиболее важная для вас ценность не присутствует среди ценностей Росатома,да да,1.0,развитие,positives,ru,ru
4286,4861,28158.0,Какая наиболее важная для вас ценность не присутствует среди ценностей Росатома,движение,1.0,движение,neutrals,ru,ru
4287,4862,28158.0,Какая наиболее важная для вас ценность не присутствует среди ценностей Росатома,продвижение,1.0,движение,positives,ru,ru
4288,4863,28158.0,Какая наиболее важная для вас ценность не присутствует среди ценностей Росатома,развитие,1.0,развитие,positives,ru,ru
4289,4864,28158.0,Какая наиболее важная для вас ценность не присутствует среди ценностей Росатома,деньги,3.0,деньги,neutrals,ru,ru
4290,4865,28158.0,Какая наиболее важная для вас ценность не присутствует среди ценностей Росатома,доступность,3.0,открытость,positives,ru,ru
4291,4866,28158.0,Какая наиболее важная для вас ценность не присутствует среди ценностей Росатома,жопа,1.0,человечность,neutrals,ru,ru
4292,4867,28158.0,Какая наиболее важная для вас ценность не присутствует среди ценностей Росатома,забота о сотрудниках,1.0,ценность сотрудника,positives,ru,ru
4293,4868,28158.0,Какая наиболее важная для вас ценность не присутствует среди ценностей Росатома,зарплата,1.0,зарплата,neutrals,ru,ru
4294,4869,28158.0,Какая наиболее важная для вас ценность не присутствует среди ценностей Росатома,зп,1.0,зарплата,neutrals,ru,ru
4295,4870,28158.0,Какая наиболее важная для вас ценность не присутствует среди ценностей Росатома,иклюзивность,1.0,иклюзивность,neutrals,ru,ru
4296,4871,28158.0,Какая наиболее важная для вас ценность не присутствует среди ценностей Росатома,инклюзивность,1.0,инклюзивность,neutrals,ru,ru
4297,4872,28158.0,Какая наиболее важная для вас ценность не присутствует среди ценностей Росатома,инициатива,1.0,инициативность,neutrals,ru,ru
4298,4873,28158.0,Какая наиболее важная для вас ценность не присутствует среди ценностей Росатома,инициативность,1.0,инициативность,positives,ru,ru
4299,4874,28158.0,Какая наиболее важная для вас ценность не присутствует среди ценностей Росатома,качество,1.0,качество,positives,ru,ru
4300,4875,28158.0,Какая наиболее важная для вас ценность не присутствует среди ценностей Росатома,коммунизм,1.0,коммунизм,neutrals,ru,ru
4301,4876,28158.0,Какая наиболее важная для вас ценность не присутствует среди ценностей Росатома,комфортность,1.0,комфортность,neutrals,ru,ru
4302,4877,28158.0,Какая наиболее важная для вас ценность не присутствует среди ценностей Росатома,красота,1.0,красота,positives,ru,ru
4303,4878,28158.0,Какая наиболее важная для вас ценность не присутствует среди ценностей Росатома,креативность,1.0,креативность,positives,ru,ru
4304,4879,28158.0,Какая наиболее важная для вас ценность не присутствует среди ценностей Росатома,нестандартное мышление,1.0,нестандартное мышление,neutrals,ru,ru
4305,4880,28158.0,Какая наиболее важная для вас ценность не присутствует среди ценностей Росатома,оригинальность,1.0,оригинальность,positives,ru,ru
4306,4881,28158.0,Какая наиболее важная для вас ценность не присутствует среди ценностей Росатома,кушац,1.0,кушак,neutrals,ru,ru
4307,4882,28158.0,Какая наиболее важная для вас ценность не присутствует среди ценностей Росатома,ленин,2.0,ленин,neutrals,ru,ru
4308,4883,28158.0,Какая наиболее важная для вас ценность не присутствует среди ценностей Росатома,личность,1.0,человечность,neutrals,ru,ru
4309,4884,28158.0,Какая наиболее важная для вас ценность не присутствует среди ценностей Росатома,надежность,1.0,верность,positives,ru,ru
4310,4885,28158.0,Какая наиболее важная для вас ценность не присутствует среди ценностей Росатома,научная этика,1.0,научная этика,positives,ru,ru
4311,4886,28158.0,Какая наиболее важная для вас ценность не присутствует среди ценностей Росатома,открытость,6.0,открытость,positives,ru,ru
4312,4887,28158.0,Какая наиболее важная для вас ценность не присутствует среди ценностей Росатома,обучаемость,1.0,обучаемость,positives,ru,ru
4313,4888,28158.0,Какая наиболее важная для вас ценность не присутствует среди ценностей Росатома,отношения,1.0,отношения,neutrals,ru,ru
4314,4889,28158.0,Какая наиболее важная для вас ценность не присутствует среди ценностей Росатома,патриотизм,1.0,патриотизм,positives,ru,ru
4315,4890,28158.0,Какая наиболее важная для вас ценность не присутствует среди ценностей Росатома,родина,1.0,родина,neutrals,ru,ru
4316,4891,28158.0,Какая наиболее важная для вас ценность не присутствует среди ценностей Росатома,пацифизм,1.0,пацифизм,neutrals,ru,ru
4317,4892,28158.0,Какая наиболее важная для вас ценность не присутствует среди ценностей Росатома,перегруженность,1.0,перегруженность,negatives,ru,ru
4318,4893,28158.0,Какая наиболее важная для вас ценность не присутствует среди ценностей Росатома,перспектива,1.0,перспектива,neutrals,ru,ru
4319,4894,28158.0,Какая наиболее важная для вас ценность не присутствует среди ценностей Росатома,поддержка вне работы,1.0,социальная поддержка,positives,ru,ru
4320,4895,28158.0,Какая наиболее важная для вас ценность не присутствует среди ценностей Росатома,понятность,1.0,понятность,neutrals,ru,ru
4321,4896,28158.0,Какая наиболее важная для вас ценность не присутствует среди ценностей Росатома,приемственность,1.0,преемственность,positives,ru,ru
4322,4897,28158.0,Какая наиболее важная для вас ценность не присутствует среди ценностей Росатома,прогресс,1.0,развитие,positives,ru,ru
4323,4898,28158.0,Какая наиболее важная для вас ценность не присутствует среди ценностей Росатома,пунктуальность,1.0,пунктуальность,positives,ru,ru
4324,4899,28158.0,Какая наиболее важная для вас ценность не присутствует среди ценностей Росатома,путешествия,2.0,путешествия,positives,ru,ru
4325,4900,28158.0,Какая наиболее важная для вас ценность не присутствует среди ценностей Росатома,развитие химии,3.0,развитие,positives,ru,ru
4326,4901,28158.0,Какая наиболее важная для вас ценность не присутствует среди ценностей Росатома,ротация,1.0,ротация,neutrals,ru,ru
4327,4902,28158.0,Какая наиболее важная для вас ценность не присутствует среди ценностей Росатома,свобода,10.0,свобода,positives,ru,ru
4328,4903,28158.0,Какая наиболее важная для вас ценность не присутствует среди ценностей Росатома,свобода передвижения,1.0,движение,positives,ru,ru
4329,4904,28158.0,Какая наиболее важная для вас ценность не присутствует среди ценностей Росатома,семья,1.0,семья,neutrals,ru,ru
4330,4905,28158.0,Какая наиболее важная для вас ценность не присутствует среди ценностей Росатома,скорость работы,1.0,инициативность,neutrals,ru,ru
4331,4906,28158.0,Какая наиболее важная для вас ценность не присутствует среди ценностей Росатома,сон,4.0,сон,neutrals,ru,ru
4332,4907,28158.0,Какая наиболее важная для вас ценность не присутствует среди ценностей Росатома,социальная поддержка,1.0,социальная поддержка,positives,ru,ru
4333,4908,28158.0,Какая наиболее важная для вас ценность не присутствует среди ценностей Росатома,справедливость,1.0,верность,positives,ru,ru
4334,4909,28158.0,Какая наиболее важная для вас ценность не присутствует среди ценностей Росатома,стабильность,19.0,стабильность,positives,ru,ru
4335,4910,28158.0,Какая наиболее важная для вас ценность не присутствует среди ценностей Росатома,технологическое преимущество,1.0,технологическое преимущество,positives,ru,ru
4336,4911,28158.0,Какая наиболее важная для вас ценность не присутствует среди ценностей Росатома,традиции,3.0,традиции,neutrals,ru,ru
4337,4912,28158.0,Какая наиболее важная для вас ценность не присутствует среди ценностей Росатома,уважение,1.0,уважение,positives,ru,ru
4338,4913,28158.0,Какая наиболее важная для вас ценность не присутствует среди ценностей Росатома,удовольствие,1.0,удовольствие,positives,ru,ru
4339,4914,28158.0,Какая наиболее важная для вас ценность не присутствует среди ценностей Росатома,узкая специализация,1.0,узкая специализация,neutrals,ru,ru
4340,4915,28158.0,Какая наиболее важная для вас ценность не присутствует среди ценностей Росатома,ценность сотрудника,1.0,ценность сотрудника,neutrals,ru,ru
4341,4916,28158.0,Какая наиболее важная для вас ценность не присутствует среди ценностей Росатома,человек,1.0,человечность,neutrals,ru,ru
4342,4917,28158.0,Какая наиболее важная для вас ценность не присутствует среди ценностей Росатома,человечность,1.0,человечность,positives,ru,ru
4343,4918,28158.0,Какая наиболее важная для вас ценность не присутствует среди ценностей Росатома,честность,2.0,открытость,positives,ru,ru
4344,4919,28463.0,Какие у вас впечатления после встречи с А.Е. Лихачевым?,мотивационно,1.0,мотивационно,context sentiment,ru,ru
4345,4920,28463.0,Какие у вас впечатления после встречи с А.Е. Лихачевым?,во!,1.0,во,context sentiment,ru,ru
4346,4921,28463.0,Какие у вас впечатления после встречи с А.Е. Лихачевым?,глубина мысли,2.0,глубина мысли,context sentiment,ru,ru
4347,4922,28463.0,Какие у вас впечатления после встречи с А.Е. Лихачевым?,движение вперёд!,1.0,движение вперёд,context sentiment,ru,ru
4348,4923,28463.0,Какие у вас впечатления после встречи с А.Е. Лихачевым?,заряд,3.0,заряд,context sentiment,ru,ru
4349,4924,28463.0,Какие у вас впечатления после встречи с А.Е. Лихачевым?,заряжает,2.0,заряжает,context sentiment,ru,ru
4350,4925,28463.0,Какие у вас впечатления после встречи с А.Е. Лихачевым?,душевно,3.0,душевно,context sentiment,ru,ru
4351,4926,28463.0,Какие у вас впечатления после встречи с А.Е. Лихачевым?,теплота,1.0,теплота,context sentiment,ru,ru
4352,4927,28464.0,На какие еще темы вы хотели бы поговорить с А.Е. Лихачевым?,безопасность,4.0,безопасность,positives,ru,ru
4353,4928,28464.0,На какие еще темы вы хотели бы поговорить с А.Е. Лихачевым?,безопасность в отрасли,1.0,безопасность,positives,ru,ru
4354,4929,28464.0,На какие еще темы вы хотели бы поговорить с А.Е. Лихачевым?,бизнес стратегия,1.0,стратегия,neutrals,ru,ru
4355,4930,28464.0,На какие еще темы вы хотели бы поговорить с А.Е. Лихачевым?,будущие контракты на аэс,1.0,будущие контракты на аэс,neutrals,ru,ru
4356,4931,28464.0,На какие еще темы вы хотели бы поговорить с А.Е. Лихачевым?,вдохновение,1.0,вдохновение,positives,ru,ru
4357,4932,28464.0,На какие еще темы вы хотели бы поговорить с А.Е. Лихачевым?,вклад основателей,1.0,вклад основателей,neutrals,ru,ru
4358,4933,28464.0,На какие еще темы вы хотели бы поговорить с А.Е. Лихачевым?,вопросы поощрений,1.0,поощрение,positives,ru,ru
4359,4934,28464.0,На какие еще темы вы хотели бы поговорить с А.Е. Лихачевым?,поощрение,1.0,поощрение,positives,ru,ru
