,index,in_id,query,answers_text,answers_count,langdetect,langid
18723,21591,3230.0,"Какие задачи должны быть решены внутри отрасли, чтобы реализовать изложенную в докладе стратегию развития атомной энергетики в России?",сохранить и приумножить компет,1.0,ru,ru
18724,21592,3230.0,"Какие задачи должны быть решены внутри отрасли, чтобы реализовать изложенную в докладе стратегию развития атомной энергетики в России?",отмена конкурсных процедур вну,1.0,ru,ru
18725,21593,3230.0,"Какие задачи должны быть решены внутри отрасли, чтобы реализовать изложенную в докладе стратегию развития атомной энергетики в России?",своевременность и эффективност,1.0,ru,ru
18726,21594,3230.0,"Какие задачи должны быть решены внутри отрасли, чтобы реализовать изложенную в докладе стратегию развития атомной энергетики в России?",единый цифровой процесс: требо,1.0,ru,ru
18727,21595,3230.0,"Какие задачи должны быть решены внутри отрасли, чтобы реализовать изложенную в докладе стратегию развития атомной энергетики в России?",развитие новых продуктов,1.0,ru,ru
18728,21596,3230.0,"Какие задачи должны быть решены внутри отрасли, чтобы реализовать изложенную в докладе стратегию развития атомной энергетики в России?",исключение проявления коррупци,1.0,ru,ru
18729,21597,3230.0,"Какие задачи должны быть решены внутри отрасли, чтобы реализовать изложенную в докладе стратегию развития атомной энергетики в России?",1. типизация и унификация - сн,1.0,ru,ru
18730,21598,3230.0,"Какие задачи должны быть решены внутри отрасли, чтобы реализовать изложенную в докладе стратегию развития атомной энергетики в России?",сделать ростехнадзор бизнесори,1.0,ru,ru
18731,21599,3230.0,"Какие задачи должны быть решены внутри отрасли, чтобы реализовать изложенную в докладе стратегию развития атомной энергетики в России?",научные задачи в части:,1.0,ru,ru
18732,21600,324.0,Как началось ваше утро?,утро началось отлично,1.0,ru,ru
18733,21601,324.0,Как началось ваше утро?,"с осознания, что выходных нет третью неделю(",1.0,ru,ru
18734,21602,324.0,Как началось ваше утро?,классно,1.0,ru,ru
18735,21603,324.0,Как началось ваше утро?,удаленка,1.0,ru,ru
18736,21604,324.0,Как началось ваше утро?,супер,1.0,ru,ru
18737,21605,324.0,Как началось ваше утро?,отлчино,1.0,ru,ru
18738,21606,324.0,Как началось ваше утро?,идите все в лес!,1.0,ru,ru
18739,21607,324.0,Как началось ваше утро?,супер,1.0,ru,ru
18740,21608,324.0,Как началось ваше утро?,город,1.0,ru,ru
18741,21609,324.0,Как началось ваше утро?,с разговора с алисой о смысле жизни,1.0,ru,ru
18742,21610,324.0,Как началось ваше утро?,продуктивно,1.0,ru,ru
18743,21611,324.0,Как началось ваше утро?,россия,1.0,ru,ru
18744,21612,324.0,Как началось ваше утро?,"сегодня понедельник, утро начинается с забот",1.0,ru,ru
18745,21613,324.0,Как началось ваше утро?,шикарно,1.0,ru,ru
18746,21614,324.0,Как началось ваше утро?,всё супер,1.0,ru,ru
18747,21615,324.0,Как началось ваше утро?,турник,1.0,ru,ru
18748,21616,324.0,Как началось ваше утро?,класно,1.0,ru,ru
18749,21617,324.0,Как началось ваше утро?,великолепно,1.0,ru,ru
18750,21618,324.0,Как началось ваше утро?,замечательно,1.0,ru,ru
18751,21619,324.0,Как началось ваше утро?,работа,1.0,ru,ru
18752,21620,324.0,Как началось ваше утро?,"сгори в аду, ии",1.0,ru,ru
18753,21621,324.0,Как началось ваше утро?,завтрак,1.0,ru,ru
18754,21622,324.0,Как началось ваше утро?,"с сообщения коллеги о том, что появилась неотложная задача.",1.0,ru,ru
18755,21623,324.0,Как началось ваше утро?,гуд,1.0,ru,ru
18756,21624,324.0,Как началось ваше утро?,душ,1.0,ru,ru
18757,21625,324.0,Как началось ваше утро?,зарядка,1.0,ru,ru
18758,21626,324.0,Как началось ваше утро?,niou,1.0,ru,ru
18759,21627,324.0,Как началось ваше утро?,кофе с молоком,1.0,ru,ru
18760,21628,324.0,Как началось ваше утро?,зачем вам это знать,1.0,ru,ru
18761,21629,324.0,Как началось ваше утро?,пробежка,1.0,ru,ru
18762,21630,324.0,Как началось ваше утро?,123,1.0,ru,ru
18763,21631,324.0,Как началось ваше утро?,прекрасно,1.0,ru,ru
18764,21632,324.0,Как началось ваше утро?,дружелюбно,1.0,ru,ru
18765,21633,324.0,Как началось ваше утро?,хорошо,1.0,ru,ru
18766,21634,324.0,Как началось ваше утро?,"что за вопрос, конечно же прекрасно",1.0,ru,ru
18767,21635,324.0,Как началось ваше утро?,на пятерочку,1.0,ru,ru
18768,21636,324.0,Как началось ваше утро?,москва,1.0,ru,ru
18769,21637,324.0,Как началось ваше утро?,отлично,1.0,ru,ru
18770,21638,324.0,Как началось ваше утро?,расслабляющая ванна после пробежки,1.0,ru,ru
18771,21639,324.0,Как началось ваше утро?,это личное,1.0,ru,ru
18772,21640,324.0,Как началось ваше утро?,супер,1.0,ru,ru
18773,21641,324.0,Как началось ваше утро?,задачи,1.0,ru,ru
18774,21642,324.0,Как началось ваше утро?,харашо,1.0,ru,ru
18775,21643,324.0,Как началось ваше утро?,интерес,1.0,ru,ru
18776,21644,324.0,Как началось ваше утро?,просто великолепно,1.0,ru,ru
18777,21645,324.0,Как началось ваше утро?,авто,1.0,ru,ru
18778,21646,324.0,Как началось ваше утро?,отлично,1.0,ru,ru
18779,21647,324.0,Как началось ваше утро?,its amazing,1.0,ru,ru
18780,21648,324.0,Как началось ваше утро?,отвратительно,1.0,ru,ru
18781,21649,324.0,Как началось ваше утро?,бодро,1.0,ru,ru
18782,21650,324.0,Как началось ваше утро?,приемлемо,1.0,ru,ru
18783,21651,324.0,Как началось ваше утро?,проверка,1.0,ru,ru
18784,21652,324.0,Как началось ваше утро?,скайп,1.0,ru,ru
18785,21653,324.0,Как началось ваше утро?,сонно,1.0,ru,ru
18786,21654,324.0,Как началось ваше утро?,не хочу отвечать,1.0,ru,ru
18787,21655,324.0,Как началось ваше утро?,снова на работу,1.0,ru,ru
18788,21656,324.0,Как началось ваше утро?,норм,1.0,ru,ru
18789,21657,3277.0,Что вас поддерживает сейчас?,test,1.0,ru,ru
18790,21658,3277.0,Что вас поддерживает сейчас?,test,1.0,ru,ru
18791,21659,3277.0,Что вас поддерживает сейчас?,команда,1.0,ru,ru
18792,21660,3277.0,Что вас поддерживает сейчас?,семья,1.0,ru,ru
18793,21661,3277.0,Что вас поддерживает сейчас?,единомышленники,1.0,ru,ru
18794,21662,3277.0,Что вас поддерживает сейчас?,объём и загрузка работой,1.0,ru,ru
18795,21663,3277.0,Что вас поддерживает сейчас?,музыка и новые программы,1.0,ru,ru
18796,21664,3277.0,Что вас поддерживает сейчас?,здравый ум,1.0,ru,ru
18797,21665,3277.0,Что вас поддерживает сейчас?,спорт,1.0,ru,ru
18798,21666,3277.0,Что вас поддерживает сейчас?,коллеги,1.0,ru,ru
18799,21667,3277.0,Что вас поддерживает сейчас?,работа,1.0,ru,ru
18800,21668,3277.0,Что вас поддерживает сейчас?,команда,1.0,ru,ru
18801,21669,3277.0,Что вас поддерживает сейчас?,поддержка руководителя,1.0,ru,ru
18802,21670,3277.0,Что вас поддерживает сейчас?,способность к изменениям,1.0,ru,ru
18803,21671,3277.0,Что вас поддерживает сейчас?,семья,1.0,ru,ru
18804,21672,3277.0,Что вас поддерживает сейчас?,"спорт, семья",1.0,ru,ru
18805,21673,3277.0,Что вас поддерживает сейчас?,дети,1.0,ru,ru
18806,21674,3277.0,Что вас поддерживает сейчас?,вера в светлое будущее,1.0,ru,ru
18807,21675,3277.0,Что вас поддерживает сейчас?,моя команда,1.0,ru,ru
18808,21676,3277.0,Что вас поддерживает сейчас?,тренировки,1.0,ru,ru
18809,21677,3277.0,Что вас поддерживает сейчас?,руководитель,1.0,ru,ru
18810,21678,3277.0,Что вас поддерживает сейчас?,общение с коллегами,1.0,ru,ru
18811,21679,3277.0,Что вас поддерживает сейчас?,всё уже…,1.0,ru,ru
18812,21680,3277.0,Что вас поддерживает сейчас?,вебинары на актуальные темы,1.0,ru,ru
18813,21681,3277.0,Что вас поддерживает сейчас?,положительные эмоции,1.0,ru,ru
18814,21682,3277.0,Что вас поддерживает сейчас?,интересная рабочая задача,1.0,ru,ru
18815,21683,3277.0,Что вас поддерживает сейчас?,семья,1.0,ru,ru
18816,21684,3277.0,Что вас поддерживает сейчас?,проекты академии,1.0,ru,ru
18817,21685,3277.0,Что вас поддерживает сейчас?,семья,1.0,ru,ru
18818,21686,3277.0,Что вас поддерживает сейчас?,коллеги,1.0,ru,ru
18819,21687,3277.0,Что вас поддерживает сейчас?,кофе,1.0,ru,ru
18820,21688,3277.0,Что вас поддерживает сейчас?,желание личностного роста,1.0,ru,ru
18821,21689,3277.0,Что вас поддерживает сейчас?,психолог,1.0,ru,ru
18822,21690,3277.0,Что вас поддерживает сейчас?,семья,1.0,ru,ru
18823,21691,3277.0,Что вас поддерживает сейчас?,ничего,1.0,ru,ru
18824,21692,3277.0,Что вас поддерживает сейчас?,уверенность в наличие работы,1.0,ru,ru
18825,21693,3277.0,Что вас поддерживает сейчас?,семья,1.0,ru,ru
18826,21694,3277.0,Что вас поддерживает сейчас?,"спорт, друзья, любовь",1.0,ru,ru
18827,21695,3277.0,Что вас поддерживает сейчас?,дом,1.0,ru,ru
18828,21696,3277.0,Что вас поддерживает сейчас?,гд академии,1.0,ru,ru
18829,21697,3277.0,Что вас поддерживает сейчас?,семья,1.0,ru,ru
18830,21698,3277.0,Что вас поддерживает сейчас?,весна скоро,1.0,ru,ru
18831,21699,3277.0,Что вас поддерживает сейчас?,"семья, коллеги, работа",1.0,ru,ru
18832,21700,3277.0,Что вас поддерживает сейчас?,интересные рабочие задачи,1.0,ru,ru
18833,21701,3277.0,Что вас поддерживает сейчас?,магний,1.0,ru,ru
18834,21702,3277.0,Что вас поддерживает сейчас?,отраслевые задачи важнее локал,1.0,ru,ru
18835,21703,3277.0,Что вас поддерживает сейчас?,вера в стабильность гк,1.0,ru,ru
18836,21704,3277.0,Что вас поддерживает сейчас?,лекарства,1.0,ru,ru
18837,21705,3277.0,Что вас поддерживает сейчас?,вера в росатом,1.0,ru,ru
18838,21706,3277.0,Что вас поддерживает сейчас?,близкие,1.0,ru,ru
18839,21707,3277.0,Что вас поддерживает сейчас?,неформальное общение,1.0,ru,ru
18840,21708,3277.0,Что вас поддерживает сейчас?,друзья,1.0,ru,ru
18841,21709,3277.0,Что вас поддерживает сейчас?,семья,1.0,ru,ru
18842,21710,3277.0,Что вас поддерживает сейчас?,оптимизм,1.0,ru,ru
18843,21711,3277.0,Что вас поддерживает сейчас?,семья,1.0,ru,ru
18844,21712,3277.0,Что вас поддерживает сейчас?,психолог,1.0,ru,ru
18845,21713,3277.0,Что вас поддерживает сейчас?,хорошее настроение родителей,1.0,ru,ru
18846,21714,3277.0,Что вас поддерживает сейчас?,самоконтроль,1.0,ru,ru
18847,21715,3277.0,Что вас поддерживает сейчас?,антидепрессанты,1.0,ru,ru
18848,21716,3277.0,Что вас поддерживает сейчас?,спорт,1.0,ru,ru
18849,21717,3277.0,Что вас поддерживает сейчас?,работа,1.0,ru,ru
18850,21718,3277.0,Что вас поддерживает сейчас?,танцы,1.0,ru,ru
18851,21719,3277.0,Что вас поддерживает сейчас?,интерес,1.0,ru,ru
18852,21720,3277.0,Что вас поддерживает сейчас?,коллеги,1.0,ru,ru
18853,21721,3277.0,Что вас поддерживает сейчас?,"вера, философия, политэкономия",1.0,ru,ru
18854,21722,3277.0,Что вас поддерживает сейчас?,друзья и семья,1.0,ru,ru
18855,21723,3277.0,Что вас поддерживает сейчас?,медитация,1.0,ru,ru
18856,21724,3277.0,Что вас поддерживает сейчас?,семья,1.0,ru,ru
18857,21725,3277.0,Что вас поддерживает сейчас?,вера в лучшее,1.0,ru,ru
18858,21726,3277.0,Что вас поддерживает сейчас?,семья и работа,1.0,ru,ru
18859,21727,3277.0,Что вас поддерживает сейчас?,семья и работа,1.0,ru,ru
18860,21728,3277.0,Что вас поддерживает сейчас?,"руководитель, близкие, забота",1.0,ru,ru
18861,21729,3277.0,Что вас поддерживает сейчас?,хобби,1.0,ru,ru
18862,21730,3277.0,Что вас поддерживает сейчас?,вкусная еда,1.0,ru,ru
18863,21731,3277.0,Что вас поддерживает сейчас?,семья,1.0,ru,ru
18864,21732,3277.0,Что вас поддерживает сейчас?,команда,1.0,ru,ru
18865,21733,3277.0,Что вас поддерживает сейчас?,руководитель,1.0,ru,ru
18866,21734,3277.0,Что вас поддерживает сейчас?,адекватные люди,1.0,ru,ru
18867,21735,3277.0,Что вас поддерживает сейчас?,весна,1.0,ru,ru
18868,21736,3277.0,Что вас поддерживает сейчас?,вера в разум людей,1.0,ru,ru
18869,21737,3277.0,Что вас поддерживает сейчас?,команда,1.0,ru,ru
18870,21738,3277.0,Что вас поддерживает сейчас?,моя семья,1.0,ru,ru
18871,21739,3277.0,Что вас поддерживает сейчас?,"семья, коллеги, работа",1.0,ru,ru
18872,21740,3277.0,Что вас поддерживает сейчас?,семья,1.0,ru,ru
18873,21741,3277.0,Что вас поддерживает сейчас?,семья,1.0,ru,ru
18874,21742,3277.0,Что вас поддерживает сейчас?,забота,1.0,ru,ru
18875,21743,3277.0,Что вас поддерживает сейчас?,семья,1.0,ru,ru
18876,21744,3277.0,Что вас поддерживает сейчас?,близкие,1.0,ru,ru
18877,21745,3277.0,Что вас поддерживает сейчас?,"семья, спорт, смена обстановки",1.0,ru,ru
18878,21746,3277.0,Что вас поддерживает сейчас?,семья и работа,1.0,ru,ru
18879,21747,3277.0,Что вас поддерживает сейчас?,родные и близкие,1.0,ru,ru
18880,21748,3277.0,Что вас поддерживает сейчас?,ничего,1.0,ru,ru
18881,21749,3277.0,Что вас поддерживает сейчас?,стабильность росатома,1.0,ru,ru
18882,21750,3277.0,Что вас поддерживает сейчас?,профессиональные вызовы,1.0,ru,ru
18883,21751,3277.0,Что вас поддерживает сейчас?,семья,1.0,ru,ru
18884,21752,3277.0,Что вас поддерживает сейчас?,здравый смысл,1.0,ru,ru
18885,21753,3277.0,Что вас поддерживает сейчас?,юмор,1.0,ru,ru
18886,21754,3277.0,Что вас поддерживает сейчас?,искусство,1.0,ru,ru
18887,21755,3277.0,Что вас поддерживает сейчас?,цели,1.0,ru,ru
18888,21756,3277.0,Что вас поддерживает сейчас?,семья,1.0,ru,ru
18889,21757,3277.0,Что вас поддерживает сейчас?,спорт,1.0,ru,ru
18890,21758,3277.0,Что вас поддерживает сейчас?,работа,1.0,ru,ru
18891,21759,3277.0,Что вас поддерживает сейчас?,коллеги,1.0,ru,ru
18892,21760,3277.0,Что вас поддерживает сейчас?,даже не знаю теперь,1.0,ru,ru
18893,21761,3277.0,Что вас поддерживает сейчас?,муж,1.0,ru,ru
18894,21762,3277.0,Что вас поддерживает сейчас?,вера в лучшее,1.0,ru,ru
18895,21763,3277.0,Что вас поддерживает сейчас?,у меня есть работа,1.0,ru,ru
18896,21764,3277.0,Что вас поддерживает сейчас?,вера в светлое будущее,1.0,ru,ru
18897,21765,3277.0,Что вас поддерживает сейчас?,близкий человек,1.0,ru,ru
18898,21766,3277.0,Что вас поддерживает сейчас?,семья,1.0,ru,ru
18899,21767,3277.0,Что вас поддерживает сейчас?,здравый смысл,1.0,ru,ru
18900,21768,3277.0,Что вас поддерживает сейчас?,русский дух!!!!,1.0,ru,ru
18901,21769,3277.0,Что вас поддерживает сейчас?,семья,1.0,ru,ru
18902,21770,3277.0,Что вас поддерживает сейчас?,команда,1.0,ru,ru
18903,21771,3277.0,Что вас поддерживает сейчас?,"понимание, любовь, аккуратност",1.0,ru,ru
18904,21772,3277.0,Что вас поддерживает сейчас?,разговоры с близкими,1.0,ru,ru
18905,21773,3277.0,Что вас поддерживает сейчас?,изучение языков,1.0,ru,ru
18906,21774,3277.0,Что вас поддерживает сейчас?,разумные решения в прошлом,1.0,ru,ru
18907,21775,3277.0,Что вас поддерживает сейчас?,"родные люди, любимые занятия",1.0,ru,ru
18908,21776,3277.0,Что вас поддерживает сейчас?,дружный коллектив,1.0,ru,ru
18909,21777,3277.0,Что вас поддерживает сейчас?,семья,1.0,ru,ru
18910,21778,3277.0,Что вас поддерживает сейчас?,работа,1.0,ru,ru
18911,21779,3277.0,Что вас поддерживает сейчас?,коллектив,1.0,ru,ru
18912,21780,3277.0,Что вас поддерживает сейчас?,команда,1.0,ru,ru
18913,21781,3277.0,Что вас поддерживает сейчас?,любимый,1.0,ru,ru
18914,21782,3277.0,Что вас поддерживает сейчас?,юля ужакина,1.0,ru,ru
18915,21783,3277.0,Что вас поддерживает сейчас?,психотерапия,1.0,ru,ru
18916,21784,3277.0,Что вас поддерживает сейчас?,руководитель,1.0,ru,ru
18917,21785,3277.0,Что вас поддерживает сейчас?,разрешить не бежать,1.0,ru,ru
18918,21786,3277.0,Что вас поддерживает сейчас?,люди,1.0,ru,ru
18919,21787,3277.0,Что вас поддерживает сейчас?,коллектив,1.0,ru,ru
18920,21788,3277.0,Что вас поддерживает сейчас?,развитая сеть проф.контактов,1.0,ru,ru
18921,21789,3277.0,Что вас поддерживает сейчас?,новопассит,1.0,ru,ru
18922,21790,3278.0,"Какие условия в Академии нужно создать, чтобы задуманное сбылось?",test,1.0,ru,ru
18923,21791,3278.0,"Какие условия в Академии нужно создать, чтобы задуманное сбылось?",индексация зп,1.0,ru,ru
18924,21792,3278.0,"Какие условия в Академии нужно создать, чтобы задуманное сбылось?",соблюдать нейтральную позицию,1.0,ru,ru
18925,21793,3278.0,"Какие условия в Академии нужно создать, чтобы задуманное сбылось?",кроссфункциональное взаимодейс,1.0,ru,ru
18926,21794,3278.0,"Какие условия в Академии нужно создать, чтобы задуманное сбылось?",четкая постановка задач,1.0,ru,ru
18927,21795,3278.0,"Какие условия в Академии нужно создать, чтобы задуманное сбылось?",поддерживать друг друга,1.0,ru,ru
18928,21796,3278.0,"Какие условия в Академии нужно создать, чтобы задуманное сбылось?",общий обзор рисков,1.0,ru,ru
18929,21797,3278.0,"Какие условия в Академии нужно создать, чтобы задуманное сбылось?",положительные эмоции,1.0,ru,ru
18930,21798,3278.0,"Какие условия в Академии нужно создать, чтобы задуманное сбылось?","индексация зп, процессы",1.0,ru,ru
18931,21799,3278.0,"Какие условия в Академии нужно создать, чтобы задуманное сбылось?",эмоциональные,1.0,ru,ru
18932,21800,3278.0,"Какие условия в Академии нужно создать, чтобы задуманное сбылось?",выстроить процессы,1.0,ru,ru
18933,21801,3278.0,"Какие условия в Академии нужно создать, чтобы задуманное сбылось?","фокус на ""порядок в доме""",1.0,ru,ru
18934,21802,3278.0,"Какие условия в Академии нужно создать, чтобы задуманное сбылось?",психологическая помощь,1.0,ru,ru
18935,21803,3278.0,"Какие условия в Академии нужно создать, чтобы задуманное сбылось?",количество сотрудников,1.0,ru,ru
18936,21804,3278.0,"Какие условия в Академии нужно создать, чтобы задуманное сбылось?",человеческое отношения к др др,1.0,ru,ru
18937,21805,3278.0,"Какие условия в Академии нужно создать, чтобы задуманное сбылось?",наладить процессы,1.0,ru,ru
18938,21806,3278.0,"Какие условия в Академии нужно создать, чтобы задуманное сбылось?","проредить проекты, фокусировка",1.0,ru,ru
18939,21807,3278.0,"Какие условия в Академии нужно создать, чтобы задуманное сбылось?",не терять надежду,1.0,ru,ru
18940,21808,3278.0,"Какие условия в Академии нужно создать, чтобы задуманное сбылось?",удаленная работа,1.0,ru,ru
18941,21809,3278.0,"Какие условия в Академии нужно создать, чтобы задуманное сбылось?",все условия уже созданы,1.0,ru,ru
18942,21810,3278.0,"Какие условия в Академии нужно создать, чтобы задуманное сбылось?",индексировать зарплату,1.0,ru,ru
18943,21811,3278.0,"Какие условия в Академии нужно создать, чтобы задуманное сбылось?",длительные неоплач. отпуска,1.0,ru,ru
18944,21812,3278.0,"Какие условия в Академии нужно создать, чтобы задуманное сбылось?",доступность работников,1.0,ru,ru
18945,21813,3278.0,"Какие условия в Академии нужно создать, чтобы задуманное сбылось?",понятная процедура изменений,1.0,ru,ru
18946,21814,3278.0,"Какие условия в Академии нужно создать, чтобы задуманное сбылось?",индексация зп,1.0,ru,ru
18947,21815,3278.0,"Какие условия в Академии нужно создать, чтобы задуманное сбылось?",удаленный формат работы,1.0,ru,ru
18948,21816,3278.0,"Какие условия в Академии нужно создать, чтобы задуманное сбылось?",инклюзивная среда,1.0,ru,ru
18949,21817,3278.0,"Какие условия в Академии нужно создать, чтобы задуманное сбылось?",доход с поправкой на инфляцию,1.0,ru,ru
18950,21818,3278.0,"Какие условия в Академии нужно создать, чтобы задуманное сбылось?",индексация зп,1.0,ru,ru
18951,21819,3278.0,"Какие условия в Академии нужно создать, чтобы задуманное сбылось?",удержать сотрудника,1.0,ru,ru
18952,21820,3278.0,"Какие условия в Академии нужно создать, чтобы задуманное сбылось?",оцифровка процессов в схему,1.0,ru,ru
18953,21821,3278.0,"Какие условия в Академии нужно создать, чтобы задуманное сбылось?",не перекладывать свою работу,1.0,ru,ru
18954,21822,3278.0,"Какие условия в Академии нужно создать, чтобы задуманное сбылось?",социальные,1.0,ru,ru
18955,21823,3278.0,"Какие условия в Академии нужно создать, чтобы задуманное сбылось?","внутренний сервис,а не контрол",1.0,ru,ru
18956,21824,3278.0,"Какие условия в Академии нужно создать, чтобы задуманное сбылось?",поддержку и людей,1.0,ru,ru
18957,21825,3278.0,"Какие условия в Академии нужно создать, чтобы задуманное сбылось?",вера в светлое будущее,1.0,ru,ru
18958,21826,3278.0,"Какие условия в Академии нужно создать, чтобы задуманное сбылось?",все закупки по еп,1.0,ru,ru
18959,21827,3278.0,"Какие условия в Академии нужно создать, чтобы задуманное сбылось?",зп,1.0,ru,ru
18960,21828,3278.0,"Какие условия в Академии нужно создать, чтобы задуманное сбылось?",автоматизация процессов,1.0,ru,ru
18961,21829,3278.0,"Какие условия в Академии нужно создать, чтобы задуманное сбылось?",карьерный рост,1.0,ru,ru
18962,21830,3278.0,"Какие условия в Академии нужно создать, чтобы задуманное сбылось?",employee experience management,1.0,ru,ru
18963,21831,3278.0,"Какие условия в Академии нужно создать, чтобы задуманное сбылось?",дисциплина,1.0,ru,ru
18964,21832,3278.0,"Какие условия в Академии нужно создать, чтобы задуманное сбылось?",открытый диалог по ситуации,1.0,ru,ru
18965,21833,3278.0,"Какие условия в Академии нужно создать, чтобы задуманное сбылось?",уровень дохода vs инфляция,1.0,ru,ru
18966,21834,3278.0,"Какие условия в Академии нужно создать, чтобы задуманное сбылось?",порядок в процессах,1.0,ru,ru
18967,21835,3278.0,"Какие условия в Академии нужно создать, чтобы задуманное сбылось?",электронный документооборот,1.0,ru,ru
18968,21836,3278.0,"Какие условия в Академии нужно создать, чтобы задуманное сбылось?",эмоциональная поддержка,1.0,ru,ru
18969,21837,3278.0,"Какие условия в Академии нужно создать, чтобы задуманное сбылось?",открыто говорить о рисках,1.0,ru,ru
18970,21838,3278.0,"Какие условия в Академии нужно создать, чтобы задуманное сбылось?",работоспособность систем,1.0,ru,ru
18971,21839,3278.0,"Какие условия в Академии нужно создать, чтобы задуманное сбылось?",помягче к людям внутри,1.0,ru,ru
18972,21840,3278.0,"Какие условия в Академии нужно создать, чтобы задуманное сбылось?",неформальные встречи,1.0,ru,ru
18973,21841,3278.0,"Какие условия в Академии нужно создать, чтобы задуманное сбылось?",индексация зп,1.0,ru,ru
18974,21842,3278.0,"Какие условия в Академии нужно создать, чтобы задуманное сбылось?",снижение нагрузки,1.0,ru,ru
18975,21843,3278.0,"Какие условия в Академии нужно создать, чтобы задуманное сбылось?",индексация зп,1.0,ru,ru
18976,21844,3278.0,"Какие условия в Академии нужно создать, чтобы задуманное сбылось?",неформальные встречи,1.0,ru,ru
18977,21845,3278.0,"Какие условия в Академии нужно создать, чтобы задуманное сбылось?",эмоциональный самоконтроль,1.0,ru,ru
18978,21846,3278.0,"Какие условия в Академии нужно создать, чтобы задуманное сбылось?","помнить, что академия держит с",1.0,ru,ru
18979,21847,3278.0,"Какие условия в Академии нужно создать, чтобы задуманное сбылось?",чаще спрашивать: зачем?,1.0,ru,ru
18980,21848,3278.0,"Какие условия в Академии нужно создать, чтобы задуманное сбылось?",единое информационное поле,1.0,ru,ru
18981,21849,3278.0,"Какие условия в Академии нужно создать, чтобы задуманное сбылось?",работа в офисе,1.0,ru,ru
18982,21850,3278.0,"Какие условия в Академии нужно создать, чтобы задуманное сбылось?",индексация зп,1.0,ru,ru
18983,21851,3278.0,"Какие условия в Академии нужно создать, чтобы задуманное сбылось?",удобная площ. для онлайн ком-и,1.0,ru,ru
18984,21852,3278.0,"Какие условия в Академии нужно создать, чтобы задуманное сбылось?",поддержка друг друга,1.0,ru,ru
18985,21853,3278.0,"Какие условия в Академии нужно создать, чтобы задуманное сбылось?",обьединится,1.0,ru,ru
18986,21854,3278.0,"Какие условия в Академии нужно создать, чтобы задуманное сбылось?",все условия уже есть,1.0,ru,ru
18987,21855,3278.0,"Какие условия в Академии нужно создать, чтобы задуманное сбылось?",не заниматься самоцензурой,1.0,ru,ru
18988,21856,3278.0,"Какие условия в Академии нужно создать, чтобы задуманное сбылось?",стратегию до 2030 года сделать,1.0,ru,ru
18989,21857,3278.0,"Какие условия в Академии нужно создать, чтобы задуманное сбылось?",неформальные встречи,1.0,ru,ru
18990,21858,3278.0,"Какие условия в Академии нужно создать, чтобы задуманное сбылось?",комната-антистресс,1.0,ru,ru
18991,21859,3278.0,"Какие условия в Академии нужно создать, чтобы задуманное сбылось?",индексировать зарплату,1.0,ru,ru
18992,21860,3278.0,"Какие условия в Академии нужно создать, чтобы задуманное сбылось?",корпоративные мероприятия,1.0,ru,ru
18993,21861,3278.0,"Какие условия в Академии нужно создать, чтобы задуманное сбылось?",информирование о пр-тах коллег,1.0,ru,ru
18994,21862,3278.0,"Какие условия в Академии нужно создать, чтобы задуманное сбылось?",регулярно синхронизироваться,1.0,ru,ru
18995,21863,3278.0,"Какие условия в Академии нужно создать, чтобы задуманное сбылось?",доверие,1.0,ru,ru
18996,21864,3278.0,"Какие условия в Академии нужно создать, чтобы задуманное сбылось?",возможность работать не в мо,1.0,ru,ru
18997,21865,3278.0,"Какие условия в Академии нужно создать, чтобы задуманное сбылось?",ясность,1.0,ru,ru
18998,21866,3278.0,"Какие условия в Академии нужно создать, чтобы задуманное сбылось?",индексация зп,1.0,ru,ru
18999,21867,3278.0,"Какие условия в Академии нужно создать, чтобы задуманное сбылось?",наладить процессы,1.0,ru,ru
19000,21868,3278.0,"Какие условия в Академии нужно создать, чтобы задуманное сбылось?",выстроить процессы,1.0,ru,ru
19001,21869,3278.0,"Какие условия в Академии нужно создать, чтобы задуманное сбылось?",индексация зп,1.0,ru,ru
19002,21870,3278.0,"Какие условия в Академии нужно создать, чтобы задуманное сбылось?",большая степень координации,1.0,ru,ru
19003,21871,3278.0,"Какие условия в Академии нужно создать, чтобы задуманное сбылось?",больше людей,1.0,ru,ru
19004,21872,3278.0,"Какие условия в Академии нужно создать, чтобы задуманное сбылось?",новые инструменты (программы),1.0,ru,ru
19005,21873,3278.0,"Какие условия в Академии нужно создать, чтобы задуманное сбылось?",регулярно ос от исполнителей,1.0,ru,ru
19006,21874,3278.0,"Какие условия в Академии нужно создать, чтобы задуманное сбылось?",индексация зп,1.0,ru,ru
19007,21875,3278.0,"Какие условия в Академии нужно создать, чтобы задуманное сбылось?",свободное время на развитие,1.0,ru,ru
19008,21876,3278.0,"Какие условия в Академии нужно создать, чтобы задуманное сбылось?",не выполнять 1000 задач сразу,1.0,ru,ru
19009,21877,3357.0,Что для Вас цифровая трансформация?,эволюция,1.0,ru,ru
19010,21878,3357.0,Что для Вас цифровая трансформация?,боль,1.0,ru,ru
19011,21879,3357.0,Что для Вас цифровая трансформация?,эффективность,1.0,ru,ru
19012,21880,3357.0,Что для Вас цифровая трансформация?,изменение,1.0,ru,ru
19013,21881,3357.0,Что для Вас цифровая трансформация?,переобучение,1.0,ru,ru
19014,21882,3357.0,Что для Вас цифровая трансформация?,улучшение жизни,1.0,ru,ru
